dog_name,birth_year,gender,breed,zipcode
HAMILTON,2016,M,French Bulldog,10010
PURI,2020,M,Pekingese,11206
SHURI,2020,F,Alaskan Klee kai,11225
ROSIE,2020,F,Poodle Crossbreed,11229
LYLA,2020,F,Labradoodle,11218
ANGEL,2017,M,Cocker Spaniel,11224
TOBY,2020,M,Bichon Frise Crossbreed,11235
ABBEY,2020,F,"Poodle, Toy",11415
SNOOPY,2020,M,Jack Russell Terrier Crossbreed,10025
MAUS,2020,F,Shiba Inu,10002
DIVA,2015,F,American Pit Bull Mix / Pit Bull Mix,11433
PENNY,2020,F,Beagle,10030
THEO,2020,M,Labrador Retriever Crossbreed,11222
OLLY,2013,M,Morkie,10468
BITI,2020,M,Maltese Crossbreed,11101
IZZY,2020,F,Collie,10016
CHASE,2020,M,Morkie,11693
MASON,2020,F,Morkie,11212
BAKER,2020,F,Morkie,11203
ARROYO,2020,F,Yorkshire Terrier,11378
BONNER,2020,M,Yorkshire Terrier,10452
MUNCHIE,2012,M,Chihuahua Crossbreed,11357
CHOLLETT,2020,M,Bichon Frise Crossbreed,11209
TAURUS,2020,M,Yorkshire Terrier,10034
ROXY,2020,F,American Pit Bull Terrier/Pit Bull,11220
ONYX,2014,M,American Pit Bull Terrier/Pit Bull,11220
COOKIE,2020,F,Shih Tzu Crossbreed,11214
FAITH,2020,F,Labrador Retriever Crossbreed,10014
SIMBA,2014,M,Golden Retriever,10029
NIEVES,2020,F,Chihuahua,10013
JACK,2020,M,German Shepherd Dog,10002
APOLLO,2020,M,Terrier mix,11378
ZISHUNKA,2020,F,Unknown,11229
SCROOGE,2020,M,French Bulldog,11362
MANGO,2019,F,Chihuahua Crossbreed,11365
WATSON,2018,M,Labradoodle,10003
TED,2020,M,Golden Retriever,10024
LOGAN,2007,M,Collie Crossbreed,10021
OTTO,2020,M,Cavalier King Charles Spaniel,10014
ZERO,2018,M,Australian Shepherd,10028
RIPLEY,2020,F,Labrador Retriever Crossbreed,11238
MAIZEY,2020,F,Bernese Mountain Dog,10022
RALPH,2020,M,Australian Shepherd,11101
LITTLE,2020,F,Labrador Retriever Crossbreed,10025
JAX,2019,M,Shih Tzu Crossbreed,10312
RUBY,2020,F,Rat Terrier,10021
LUCY,2013,F,Unknown,11234
BANKS,2018,M,Chihuahua,10028
LAUREN,2017,F,Bassett Hound,10021
SONNY,2020,F,Goldendoodle,10021
CAESAR,2018,M,American Pit Bull Mix / Pit Bull Mix,10465
TEDDY,2020,M,Bichon Frise Crossbreed,11379
STARMASTER,2020,M,"Dachshund, Long Haired",10017
TEDDY,2016,M,Shih Tzu,10025
MAYA,2018,F,Shih Tzu,10025
MODI,2020,F,Collie Crossbreed,10016
AGNES,2018,F,Bulldog,10003
STARLA,2018,F,Labrador Retriever Crossbreed,11233
PENELOPE,2006,F,Russell Terrier,10029
MOLLY,2012,F,Unknown,10023
KOVI,2020,M,Goldendoodle,11214
JACKSON,2017,M,Yorkshire Terrier Crossbreed,10017
MILO,2014,M,French Bulldog,11370
SOPHIE-HARRIS,2013,F,English Springer Spaniel,10022
DAISY,2020,F,Chihuahua Crossbreed,11212
COCO,2010,F,"Poodle, Miniature",11224
BELLA,2018,F,Pomeranian,11224
HERSHEY,2020,M,Labradoodle,10312
NIGHT,2018,M,Unknown,11434
MOCHA,2020,M,Pembroke Welsh Corgi,11377
AIDEN,2012,M,Chihuahua,11201
LYDIA,2019,F,Havanese,11217
ZUUL,2017,F,French Bulldog,10028
COOPER,2020,M,Goldendoodle,10075
TONY,2017,M,Goldendoodle,10002
GINGER,2018,F,Cockapoo,10032
GOZER,2017,F,French Bulldog,10028
GIA,2018,F,Pomeranian,10128
ARCHIE,2020,M,French Bulldog,11370
KORRA,2020,F,Labradoodle,10011
BIGGIE,2018,F,Maltese,11222
BANKS,2018,M,"Schnauzer, Miniature Crossbreed",11207
BUBBLEZ,2020,F,Shih Tzu Crossbreed,11692
BAILEY,2020,F,Miniature Schnauzer,10036
MACARONI,2020,M,Poodle Crossbreed,10011
ULYSSES,2020,M,Dachshund Smooth Coat Miniature,10024
ROO,2020,M,Morkie,10038
CHEWIE,2019,M,Akita,11223
ARLO,2020,M,Collie,10021
MONTGOMERY,2020,M,Staffordshire Bull Terrier,10001
LOKI,2020,M,Poodle Crossbreed,10469
TIGER,2015,M,American Pit Bull Mix / Pit Bull Mix,11224
MAXIMUS,2020,M,American Pit Bull Mix / Pit Bull Mix,11224
NOT,2020,M,French Bulldog,11368
RUBY,2008,F,Shepard Crossbreed,10028
MYLO,2019,M,Jack Russell Terrier,11237
TINY,2020,F,Boston Terrier,11365
MIA,2020,F,Pomsky,10469
DALLIS,2020,M,Maltese Crossbreed,10456
BALLER,2020,M,Unknown,10029
YAKOW,2018,M,French Bulldog,10457
WENTWORTH,2020,M,Shepard Crossbreed,11207
MOCHI,2020,M,Shiba Inu,10023
DOG,2017,M,Australian Shepherd,10018
BRIXTON,2020,M,Goldendoodle,11375
WICCA,2020,F,Pomsky,10461
ZIGGY,2020,M,Goldendoodle,11217
STORM,2020,F,American Bully,10472
WALLACE,2020,M,Miniature Schnauzer,10007
OLLIE,2020,M,Morkie,10016
FRANKLIN,2020,M,French Bulldog,10001
CROSBY,2020,M,Bernese Mountain Dog,10025
KIKI,2020,F,Poodle Crossbreed,10024
SAMANTHA,2020,F,French Bulldog,10019
PHOEBE,2020,F,Goldendoodle,10025
DINO,2020,M,"Jindo Dog, Korea",11215
BISCUIT,2020,M,Lagotto Romagnolo,10024
ROLLS,2019,F,"Jindo Dog, Korea",11222
SALLY,2019,F,Doberman Pinscher,10032
YURI,2017,F,Japanese Spitz,11205
WAFFLE,2020,M,"Jindo Dog, Korea",11237
BRUNO,2018,M,"Poodle, Miniature",11224
PICCO,2020,M,"Schnauzer, Miniature",11205
LOUIE,2020,M,Poodle Crossbreed,11233
BLUE,2016,M,Unknown,11412
CHEWY,2020,M,Chihuahua Crossbreed,10011
SPARKY,2008,M,Yorkshire Terrier Crossbreed,10463
SKIBA,2011,M,American Pit Bull Mix / Pit Bull Mix,11377
MULAN,2020,F,Great Pyrenees,11208
STEVIE,2020,F,Miniature Australian Shepherd,10003
HARRY,2019,M,"Dachshund, Long Haired Miniature",10022
MOMO,2020,F,Great Pyrenees,11206
PIPPA,2020,F,Italian Greyhound,11238
MAEBY,2020,F,"Jindo Dog, Korea",11106
SNOWBALL,2020,M,Maltese,11229
OZZY,2019,M,Shih Tzu,11238
SAWYER,2020,F,Siberian Husky,10025
LOLA,2020,F,Boykin Spaniel,11378
STRATUS,2018,F,Unknown,11105
UNKNOWED,2020,M,French Bulldog,11207
UNKNOWED,2020,F,Bichon Frise Crossbreed,11234
DON,2007,M,Yorkshire Terrier Crossbreed,10009
HAZEL,2020,F,Goldendoodle,11218
HAILEY,2020,F,German Shepherd Dog,11435
OLIVER,2010,M,Chihuahua,10128
CHANEL,2020,F,Shih Tzu,10466
WINSTON,2020,M,Poodle Crossbreed,11101
GOOSE,2020,M,Goldendoodle,11211
JASPER,2011,M,Goldendoodle,10028
MICHI,2020,F,Shiba Inu,11102
RICO,2020,M,Catahoula Leopard Dog,10027
ZUULA,2015,F,"Bull Dog, English",10065
MARLEY,2020,M,Yorkshire Terrier Crossbreed,11238
FINNY,2019,M,Pembroke Welsh Corgi,10025
DANI,2014,F,Shih Tzu Crossbreed,2138
JOELA,2020,F,Shih Tzu,11210
KEVIN,2020,M,French Bulldog,10001
JUJI,2020,F,Havanese,10019
HAZEL,2020,F,"Welsh Corgi, Pembroke",10038
COCO,2020,M,"Jindo Dog, Korea",11216
CHLOE,2011,F,Shih Tzu,11207
BABY,2012,F,Labrador Retriever Crossbreed,10461
NEWMAN,2011,M,Labrador Retriever Crossbreed,10019
PUDDY,2011,M,Labrador Retriever Crossbreed,10019
FALL,2020,M,"Jindo Dog, Korea",11214
EASE,2020,M,"Jindo Dog, Korea",11217
TIANA,2020,F,Yorkshire Terrier Crossbreed,10029
BITSY,2015,F,Unknown,11208
THEO,2020,M,American Pit Bull Terrier/Pit Bull,11358
REX,2017,M,West Highland White Terrier,10037
BLOO,2016,M,Bichon Frise Crossbreed,11365
COCOA,2019,M,Dachshund Smooth Coat Miniature,10307
BLUE,2020,M,"Dachshund, Long Haired Miniature",10307
PEANUT,2019,M,Dachshund Smooth Coat Miniature,10307
CHARLIE,2019,M,"Dachshund, Long Haired Miniature",10307
GRACE,2016,F,Japanese Spitz,11364
DREW,2018,M,"Welsh Corgi, Pembroke",11201
GOSHA,2019,M,"Poodle, Toy",11224
MIMI,2020,F,Yorkshire Terrier,11237
BUTTER,2020,M,Chinese Shar-Pei,10065
NEENA,2020,F,"Bull Dog, English",10452
DEXTER,2020,M,Boston Terrier,10314
LOUIE,2020,M,Cavalier King Charles Spaniel,11221
MUSCLE,2020,M,Yorkshire Terrier,10473
BUDDY,2020,M,"Poodle, Toy",11101
BROOKLYN,2020,F,Bichon Frise Crossbreed,10306
TROPEA,2020,F,Bichon Frise Crossbreed,11223
BROWN,2020,F,Bichon Frise Crossbreed,11224
DUSYA,2018,F,Yorkshire Terrier,11224
CHEWBAKKA,2019,M,Goldendoodle,10030
BELLA,2015,F,Boston Terrier,10026
BIJOU,2020,M,Yorkshire Terrier,10128
ZUES,2017,M,Yorkshire Terrier,10040
LEIA,2020,F,Goldendoodle,11209
SMOKEY,2020,M,Lhasa Apso,10468
JACKSON,2020,M,Golden Retriever,10028
CALIFORNIA,2020,M,Poodle,10011
GRACIE,2013,F,Australian Cattledog,11205
BAILEY,2020,F,"Collie, Rough Coat",10016
TACO,2020,M,Terrier mix,11375
ROSIE,2009,F,Collie,11231
REGO,2017,M,Labrador Retriever Crossbreed,10006
ARCHIE,2020,M,Morkie,11233
BLUE,2019,M,Poodle Crossbreed,11423
PENNY,2020,F,Cavalier King Charles Spaniel,11221
SIRU,2020,M,Terrier mix,11222
PUPPY,2012,M,Beagle Crossbreed,10034
CALVIN,2017,M,Rat Terrier Crossbreed,11103
ARCHIE,2020,M,"Jindo Dog, Korea",11358
MISHKA,2020,F,"Poodle, Miniature",10025
PRECIOUS,2018,F,Shih Tzu Crossbreed,10467
COCO,2019,F,Unknown,10017
FENDY,2019,F,Unknown,11236
BANKS,2020,M,"Poodle, Toy",10016
BEAN,2014,F,Dachshund,10028
RUFIO,2020,M,Miniature American Shepherd,10024
PATTY,2008,F,Beagle,10065
OLIVE,2020,F,"Welsh Corgi, Pembroke",10065
GRACIE,2015,F,Labrador Retriever Crossbreed,11361
TESTING,2016,M,American Staffordshire Terrier,10007
TESTING,2020,M,Azawakh,10007
THEO,2020,M,Dachshund,10028
RUTHIE,2020,F,German Shepherd Crossbreed,10034
NYX,2014,M,Belgian Malinois,10025
CHEERIO,2020,F,Terrier mix,10019
ELLIE,2020,F,Havanese,10029
JO,2020,M,Treeing Tennessee Brindle,10128
LILY,2020,F,"Poodle, Miniature",10023
TIMON,2018,M,Unknown,10040
PUMBA,2018,M,Unknown,10040
.,2020,M,Poodle,11420
GIDEON,2019,M,Anatolian Shepherd Dog,11209
GIZMO,2020,M,Pomeranian,10462
.,2020,M,Shih Tzu Crossbreed,11421
BEAU,2020,M,Pomeranian,10021
OLIVE,2020,F,"Poodle, Toy",10021
KLARA,2020,F,Morkie,11414
.,2020,M,Maltipoo,10580
DORA,2020,F,Poodle,10014
RUFUS,2020,M,"Schnauzer, Miniature",10014
OLLIE,2020,M,Australian Shepherd,10028
PUGGLE,2020,F,Puggle,10002
MOLLY,2020,F,Labrador Retriever,10460
LUNA,2020,F,French Bulldog,10310
LOULA,2020,F,Labrador Retriever,10460
JUDGE,2020,M,French Bulldog,10023
MAXWELL,2018,M,Yorkshire Terrier Crossbreed,10463
LADY,2020,F,Dachshund,10463
SCOUT,2020,F,Boxer,10028
HIZZO,2019,M,Cavalier King Charles Spaniel,10032
BREXI,2020,F,Shepard Crossbreed,10003
LULU,2020,F,French Bulldog,10019
ZEUS,2020,M,Poodle Crossbreed,10472
PENNY,2019,F,Unknown,10016
TUCKER,2020,M,Boston Terrier,10310
DAISY,2020,F,"Jindo Dog, Korea",11225
JACK,2019,M,"Jindo Dog, Korea",11106
THEODORA,2014,F,Unknown,11379
PRINCE,2020,M,Doberman Pinscher,10468
WALTER,2019,M,Cavalier King Charles Spaniel,10014
LILY,2019,F,Bichon Frise,10025
STEVIE,2018,F,Unknown,11222
TYLER,2013,M,Morkie,10005
GYPSY,2018,F,Unknown,10016
PICKLES,2020,M,"Dachshund, Long Haired Miniature",10003
THEO,2020,M,Pomeranian,11101
BOOTS,2020,M,Australian Cattle Dog,10463
OLLIE,2020,M,Chihuahua,10028
PELUSA,2008,F,"Schnauzer, Miniature Crossbreed",11204
CEDENO,2020,M,Yorkshire Terrier,10302
RUTHIE,2020,F,Boston Terrier,10029
MOCHI,2020,M,Maltese,11361
RAMIREZ,2020,M,Yorkshire Terrier,10459
BEKAURI,2020,M,Shih Tzu,11224
MINAM,2020,M,"Jindo Dog, Korea",11216
EVER,2020,M,"Jindo Dog, Korea",11233
PEACHES,2020,F,Pomeranian,11210
REINHARDT,2020,M,Shih Tzu,11234
CANDELARIO,2020,M,Shih Tzu,11206
UPPY,2020,F,Shih Tzu Crossbreed,10025
RAMOS,2020,M,Shih Tzu,11214
EDELMAN,2020,M,Maltese,11234
PORCO,2020,F,Yorkshire Terrier,11224
MIDOL,2020,M,"Schnauzer, Miniature",11206
PORI,2016,F,Japanese Spitz,11217
PHILLIPS,2020,F,Morkie,10466
FRENKEL,2020,F,Morkie,11224
SUSU,2019,F,Labrador Retriever Crossbreed,11218
PAUL,2020,F,Shih Tzu,11236
WINNIE,2017,F,Cavalier King Charles Spaniel,11230
CHLOE,2019,F,Maltipoo,11434
SER,2020,M,German Shepherd Dog,10306
BUDY,2020,M,Shih Tzu,10003
ROONEY,2020,M,Miniature Australian Shepherd,11211
MATTIE,2020,M,Shih Tzu Crossbreed,11414
LISA,2018,F,Beagle,11211
BUBBLES,2020,M,Shih Tzu Crossbreed,10014
BENTLEY,2020,M,Goldendoodle,11249
SAMMY,2020,M,Golden Retriever,10019
HARPER,2020,F,Beagle,10040
ELVIS,2020,M,Maltese Crossbreed,10009
PACO,2020,M,German Shorthaired Pointer,10011
FRIDA,2017,F,Miniature Schnauzer,11238
BUTTERS,2020,M,French Bulldog,10012
TRINIDAD,2020,F,Morkie,10303
AMY,2020,F,Pembroke Welsh Corgi,10002
MOIRA,2020,F,Dachshund Crossbreed,11222
LONDON,2020,M,Morkie,10463
MARTY,2020,F,Poodle,11249
GUERRA,2020,F,Maltese Crossbreed,11220
BISCUIT,2019,M,Maltipoo,10305
JACK,2020,M,"Poodle, Standard",10034
MARTIN,2020,F,Maltese Crossbreed,11226
HOOCH,2020,M,Bichon Frise Crossbreed,11373
DIPSEY,2020,F,Unknown,11206
SHERLOCK,2020,M,Poodle Crossbreed,11224
CHARLIE,2020,M,Unknown,11426
MAGGIE,2020,F,American Pit Bull Mix / Pit Bull Mix,11379
XENA,2020,F,Havanese,11373
FLUFFY,2020,F,Morkie,11232
PIE,2018,F,French Bulldog,10280
EMILIO,2020,M,Dachshund,11211
ROO,2020,F,Labradoodle,10021
BOWIE,2020,M,Maltese Crossbreed,11228
FRIDA,2019,F,Australian Cattle Dog,11694
HUNTERBEAR,2020,M,Bernese Mountain Dog,11361
POPPI,2019,M,Cavalier King Charles Spaniel,10029
BELLA,2018,F,American Pit Bull Mix / Pit Bull Mix,11693
THOMPSON,2020,F,Yorkshire Terrier,11212
SUNNY,2011,M,Chihuahua,10468
TRIXIE,2020,F,Yorkshire Terrier,11234
BESSER,2020,M,Yorkshire Terrier,10314
DORADO,2020,F,Bichon Frise Crossbreed,11418
PENNY,2020,F,Dalmatian,11385
BENJI,2020,M,Morkie,11203
ROSIE,2020,F,Morkie,11207
CRIOLLO,2020,M,Bichon Frise Crossbreed,10453
PERSEPHONE,2020,F,Pomeranian,11357
HONEY,2020,F,Cockapoo,11215
LAYLA,2019,F,Australian Shepherd,10010
DAZZLE,2012,F,Shih Tzu,11101
SNOW,2019,M,Pomeranian,11201
KIT,2019,M,Pomeranian,11201
REINA,2020,F,German Shepherd Dog,10465
ZEUS,2020,M,Pomsky,10457
BAILEY,2018,M,"Poodle, Standard",10025
SASHA,2020,F,Labradoodle,11421
MANGO,2020,F,"Poodle, Toy",10021
PRINCESS,2014,F,American Pit Bull Mix / Pit Bull Mix,11231
BUDDY,2017,M,German Shepherd Dog,10003
BARBA,2020,M,Yorkshire Terrier,10314
FUEGO,2020,M,Jack Russell Terrier,11226
JOSIE,2019,F,Australian Shepherd,11228
SERGEANT,2020,M,Maltipoo,11209
DONUT,2017,F,American Foxhound,11233
CHUNKY,2020,M,French Bulldog,11103
BRUNO,2015,M,"Welsh Corgi, Pembroke",10473
CHARLIE,2016,M,Golden Retriever,10065
KENNEDY,2019,F,Terrier mix,10128
SALLY,2020,F,Pug,10023
CONAE,2020,M,Chihuahua,10458
MOZZIE,2020,M,Border Collie Crossbreed,11217
LILLY,2014,F,Labrador Retriever Crossbreed,11234
BARDA,2012,F,Chihuahua Crossbreed,11694
CHOPPER,2020,M,"Poodle, Toy",11373
DOROTHY,2020,F,"Dachshund, Long Haired Miniature",10010
SHILOH,2013,F,Italian Greyhound,10011
CHLOE,2020,F,"Poodle, Toy",10463
CHARLIE,2020,M,German Shepherd Dog,11222
LUNA,2019,F,Boston Terrier,10036
HACHI,2020,M,"Poodle, Miniature",10019
PABU,2020,M,Jindo,11215
TOKYO,2020,F,Poodle Crossbreed,10456
CILANTRO,2020,M,American Pit Bull Mix / Pit Bull Mix,11385
WINNIE,2015,F,Beagle,10024
HARLEY,2020,F,American Pit Bull Mix / Pit Bull Mix,11385
HAPPY,2020,M,German Spitz,11204
ATHENA,2020,F,Siberian Husky,10467
NOT,2020,M,"Poodle, Toy",11432
OTTO,2020,M,Goldendoodle,10012
KING,2020,M,Beagle,11434
BROOKLYN,2014,M,Poodle,10035
MINNIE,2014,F,Poodle Crossbreed,11209
BOOTSIE,2020,F,Rottweiler Crossbreed,11209
DARLA,2016,F,Unknown,10467
MIKEY,2020,M,Yorkshire Terrier Crossbreed,11369
KOBE,2020,F,"Poodle, Toy",33496
JUNO,2020,M,"Poodle, Toy",10021
TOBY,2019,M,Yorkshire Terrier Crossbreed,11220
ARYA,2020,F,Yorkshire Terrier,10475
CLIFF,2020,M,Labrador Retriever Crossbreed,10065
AURORA,2020,F,Havanese,11233
PENNY,2019,F,Poodle Crossbreed,11215
LONZO,2020,M,Golden Retriever,10024
SICO,2009,M,Poodle,10012
CHESTNUT,2019,M,Catahoula Leopard Dog,11216
CEDAR,2010,M,Shepard Crossbreed,10016
HYDRANGEA,2020,F,Border Terrier,11225
HONEYSUCKLE,2020,F,Border Collie,11238
OCEAN,2017,F,Labrador Retriever,11228
NUGGET,2017,F,Labrador Retriever,11216
ATHENA,2020,F,Maltipoo,11365
KASHA,2020,F,Unknown,10025
MEI,2020,F,Shiba Inu,10028
JORDAN,2019,F,Shepard Crossbreed,10018
LADY,2010,F,Yorkshire Terrier,10472
COFFEE,2020,M,"Poodle, Toy",11432
MARCEL,2020,M,French Bulldog,10011
IVY,2020,F,Weimaraner,10038
HOBBES,2020,M,Labrador Retriever,11218
MOON,2020,M,Vizsla,10003
ROGER,2020,M,Cocker Spaniel,10028
DONNY,2017,M,St. Bernard,10012
MAX,2020,M,Dachshund Smooth Coat,10012
POEM,2014,F,Boston Terrier,10039
COOPER,2020,M,Labrador Retriever Crossbreed,10026
WALTER,2016,M,Beagle,11103
JUNO,2017,F,Beagle Crossbreed,10009
LUNA,2020,F,Labradoodle,10028
JILL,2020,F,Labrador Retriever Crossbreed,10024
BAILEY,2019,M,Maltese Crossbreed,10312
NASH,2020,M,Miniature Australian Shepherd,10022
ALFIE,2015,M,"Poodle, Miniature",11104
HUCK,2020,M,Boxer,10014
NOT,2020,F,"Poodle, Toy",11379
PEPPER,2020,M,Labrador Retriever,10016
SHELBY,2017,F,Unknown,11208
OLIVER,2014,M,Jack Russell Terrier,10014
BRUNO,2020,M,Boxer,10010
NOT,2020,M,Morkie,11423
CALI,2017,F,Bichon Frise,10029
BONNIE,2020,F,Schnauzer Crossbreed,11370
MACI,2020,F,Toy Fox Terrier,11238
ROYAL,2005,M,"Poodle, Miniature",10019
BENTLEY,2013,M,Yorkshire Terrier,10456
TOM,2017,M,Cocker Spaniel,10034
CHAPITO,2020,M,Pembroke Welsh Corgi,10453
KONGA,2020,F,Pomeranian,11358
SEBASTIAN,2020,M,Bichon Frise,11223
MOLLY,2020,F,Golden Retriever,10128
LOULOU,2020,F,Pomeranian Crossbreed,10001
LOUIE,2009,M,Yorkshire Terrier,11691
HOPPER,2018,M,Pembroke Welsh Corgi,11102
WALLY,2020,M,Goldendoodle,10021
BELLE,2007,F,Shih Tzu Crossbreed,10075
VODKA,2012,F,Pomeranian,10466
JACKSON,2020,M,American Bully,10462
JELLYBEAN,2017,F,Chihuahua,11201
TUCCI,2020,F,Chihuahua,10003
ASH,2019,M,Australian Cattle Dog,11217
MAHOGANY,2019,M,Rhodesian Ridgeback,11211
MILO,2010,M,Poodle,11201
LUCA,2016,M,Yorkshire Terrier,10011
BUBBLE,2016,M,Yorkshire Terrier,10011
MOMO,2020,M,Boston Terrier,11355
BUDDHA,2009,M,Puggle,10036
ZOLA,2020,F,Unknown,10023
SPROUT,2020,M,French Bulldog,10004
KINGSTON,2020,M,Great Dane,10304
DOUGLASS,2020,M,Pembroke Welsh Corgi,11238
GRACE,2020,F,Poodle Crossbreed,11385
PIPPA,2020,F,Australian Cattledog,10280
JOIE,2008,F,Shepard Crossbreed,11357
ZEUS,2020,M,West Highland White Terrier,11102
NEVE,2020,M,Golden Retriever,11375
LEONARDO,2017,M,Unknown,10019
SOPHIA,2012,F,Maltese,10033
ELY,2019,F,German Shepherd Dog,10310
GRETCHEN,2018,F,"Coonhound, Black and Tan",10028
HAROLD,2020,M,Cavalier King Charles Spaniel,11201
MARLEY,2020,F,Goldendoodle,11385
BUMBLES,2020,M,Shepard Crossbreed,10280
LUNA,2019,F,Whippet,11385
BELLA,2020,F,Goldendoodle,10162
MOLLY,2018,F,Unknown,10308
CHLOE,2011,F,Chihuahua,10005
LUCY,2020,F,Wire Fox Terrier,10003
GRAHAM,2020,M,Cavalier King Charles Spaniel,10016
ROO,2020,F,German Shepherd Dog,10023
IRIS,2018,F,Labrador Retriever,11378
LUCIA,2020,F,American Pit Bull Mix / Pit Bull Mix,11207
MARIGOLD,2020,F,Labrador Retriever,11233
SAGA,2020,F,German Shepherd Dog,10022
GEORGE,2019,M,Boxer,10011
HARLEY,2020,F,Dachshund,10305
PUGGLE,2020,M,Puggle,11372
NORM,2019,M,Basset Hound,11238
NIELSEN,2016,M,"Coonhound, Redbone",10065
BRUCE,2019,M,Shepard Crossbreed,11226
FINCH,2017,M,Puggle,10301
LILY,2016,F,Labrador Retriever,11374
PORKCHOP,2020,M,Pembroke Welsh Corgi,11357
MILO,2020,M,Maltese,11226
ARTHUR,2020,M,Unknown,11102
TEDDY,2019,M,Terrier Crossbreed,11204
MURPHY,2020,M,"Poodle, Toy",10022
SAILOR,2020,M,French Bulldog,11201
PETE,2020,M,Miniature Australian Shepherd,11249
CHLOE,2020,F,Poodle Crossbreed,11201
LILO,2016,F,Unknown,11205
SAINT,2020,M,Maltese,10463
CHARLIE,2020,M,Bernese Mountain Dog,10128
ZEKE,2014,M,Jack Russell Terrier,10003
COOKER,2010,M,American Eskimo dog,10038
EDEN,2020,M,Jindo,10016
BINGSOO,2017,F,"Poodle, Miniature",10021
JOE,2020,M,Shih Tzu,10017
LEO,2015,M,Poodle Crossbreed,11372
CROSBY,2019,M,Unknown,11215
LILY,2017,F,Chihuahua,10007
ASHA,2018,F,Chihuahua,11433
COOPER,2020,M,Beagle,10065
CHEECHARRON,2017,M,Greyhound,11206
SIMMY,2017,F,Labrador Retriever Crossbreed,10001
SHEILA,2018,F,Greyhound,10002
ZIGGY,2019,F,Labrador Retriever,10040
MAX,2015,M,Shih Tzu Crossbreed,11102
MILLIE,2020,F,English Springer Spaniel,10069
PATTY,2012,F,Boxer,10001
HUGO,2012,M,Poodle,11375
BACI,2019,F,Bassett Hound,11217
ABALONE,2020,F,Labrador Retriever,10014
CYPRESS,2019,M,Labrador Retriever,11217
ARTHUR,2019,M,Labrador Retriever,10031
ZINFANDEL,2020,M,American Pit Bull Terrier/Pit Bull,10462
BONSAI,2018,M,Siberian Husky,10282
NURSE,2018,F,American Pit Bull Terrier/Pit Bull,11105
JUNIPER,2018,M,Beagle,11249
SPARKY,2017,M,Schnauzer Crossbreed,10036
HICKORY,2020,M,American Pit Bull Terrier/Pit Bull,11225
BALSAM,2020,M,Labrador Retriever,11216
HEIDI,2014,F,Doberman Pinscher,11003
GEORGIE,2020,F,Poodle Crossbreed,10003
FINNLEY,2016,M,Goldendoodle,10009
OLIVE,2020,F,Yorkshire Terrier,11209
NEWTON,2020,M,Brussels Griffon,10075
ZAIA,2020,F,American Bully,10459
LEICA,2020,F,Golden Retriever,10014
DAISY,2020,F,Bulldog,11236
MICKEY,2018,M,Yorkshire Terrier,11211
MINNIE,2018,F,Yorkshire Terrier,11211
LUCY,2012,F,Chihuahua,11249
ROSIE,2020,F,Cavalier King Charles Spaniel,10027
REESES,2016,M,Australian Cattle Dog,10005
MUNCHKIN,2014,F,Miniature Schnauzer,11205
INDIANA,2015,M,Doberman Pinscher,11101
SYCAMORE,2020,M,Labrador Retriever,11215
NERO,2020,M,Goldendoodle,11421
ZUTTY,2013,M,Terrier Crossbreed,10036
BO,2020,M,Golden Retriever,11375
HACHI,2020,M,Shiba Inu,10023
GRIZZLY,2019,M,German Shepherd Dog,10034
BUDDY,2018,M,Beagle,11208
COCO,2015,F,Yorkshire Terrier,11377
MONEY,2019,M,Labrador Retriever,10023
COOKIE,2015,F,Yorkshire Terrier,11377
BAILEY,2020,F,German Shepherd Dog,10465
GOVERNOR,2020,M,Shepard Crossbreed,11217
KODA,2020,F,Cockapoo,10024
ASHLEY,2018,F,Shih Tzu,11367
JACK,2019,M,American English Coonhound,11237
.,2020,F,Yorkshire Terrier Crossbreed,11418
BALOO,2013,M,Terrier mix,11223
DIAMOND,2020,F,Jack Russell Terrier Crossbreed,10019
.,2020,M,Yorkshire Terrier Crossbreed,11219
.,2020,F,Yorkshire Terrier Crossbreed,11210
BUDDY,2016,M,Beagle,10305
SPANKY,2010,M,Shih Tzu,10467
ROSIE,2019,F,Australian Cattle Dog,11105
CHANEL,2019,F,Maltese,11224
.,2020,M,Shih Tzu Crossbreed,10458
.,2020,F,Maltese Crossbreed,10032
BEN,2015,M,Pomeranian,10011
.,2020,F,Shih Tzu Crossbreed,11205
BILLIE,2020,F,Maltipoo,10003
BARI,2017,F,Manchester Terrier,10003
.,2020,M,Maltipoo,11204
.,2020,F,Maltese,11235
.,2020,F,Maltipoo,11234
PENELOPE,2020,F,Boston Terrier,10308
GYTA,2020,F,Bulldog,11101
FORD,2020,M,Goldendoodle,11201
KING,2020,M,German Shepherd Dog,10003
PATRON,2020,F,American Bully,11207
ROCKY,2014,M,Yorkshire Terrier Crossbreed,10011
TARZAN,2017,M,Yorkshire Terrier,10023
KOBE,2018,M,Alaskan Klee kai,10013
NASH,2017,M,Bernese Mountain Dog,10029
BENJI,2019,M,Unknown,10025
DUTCH,2020,F,Maltipoo,10010
HANK,2016,M,Jack Russell Terrier,11222
NICHOLA,2019,F,Unknown,11208
SIMBA,2019,M,Poodle Crossbreed,11230
DAISY,2020,F,Cavalier King Charles Spaniel,10025
RANE,2019,M,Unknown,11213
CHARLIE,2012,M,Chihuahua Crossbreed,10024
SIRR,2020,M,Dachshund,10469
