dog_name,birth_year,gender,breed,zipcode
MURPHY,2019,M,Australian Shepherd,11222
MEESI,2016,M,Chihuahua Crossbreed,10128
TOPPER,2012,M,Maltese Crossbreed,11235
LEO,2010,M,Pomeranian,11235
RAFFIE,2020,M,Labradoodle,10005
HENNY,2017,M,Unknown,10029
FREDO,2017,M,Chihuahua,11201
ZIGGY,2020,M,Chihuahua,11201
GIZMO,2020,M,Morkie,10468
BISCUIT,2020,M,Poodle Crossbreed,10312
GIZMO,2019,M,Australian Cattledog,10034
HOLLAND,2010,M,German Shepherd Dog,10301
HERMES,2020,M,Yorkshire Terrier,11426
BOSCO,2010,M,Boston Terrier,11434
LYLA,2020,M,Schnauzer Crossbreed,11368
OAKLY,2019,M,Basenji,10027
BRUNO,2018,M,Golden Retriever,11215
BRUCE,2020,M,French Bulldog,10028
OATMEAL,2018,F,Australian Shepherd,10039
REUBEN,2016,M,Chihuahua Crossbreed,10280
BROOKLYNN,2020,F,Morkie,11239
LAYLA,2019,F,Golden Retriever,10471
BASIL,2019,M,Yorkshire Terrier,11237
HAROLD,2016,M,Yorkshire Terrier Crossbreed,11211
TBD,2020,M,Cockapoo,10460
ROSIE,2010,F,Labrador Retriever,10011
NICO,2020,M,Chihuahua Crossbreed,10018
LELA,2020,F,Shih Tzu,10474
KING,2015,M,Pekingese,11377
FRANKY,2019,M,Rottweiler,10011
MALAI,2017,F,German Shepherd Crossbreed,11234
MIA,2016,F,Maltese,10452
HALO,2010,F,Maltese,10009
TOBY,2015,M,Basset Hound,10032
ZINGER,2020,M,Labrador Retriever Crossbreed,10022
TACKLE,2020,M,Beagle Crossbreed,11106
CANNELLE,2020,F,Beagle Crossbreed,11101
NELLA,2019,F,Chihuahua Crossbreed,10016
FRANKIE,2020,F,Border Collie Crossbreed,10014
MARVEL,2020,F,Border Collie Crossbreed,11238
LILA,2018,F,Treeing Walker Coonhound,11201
LEFTY,2020,M,Schnauzer Crossbreed,10023
LACROSSE,2020,F,Schnauzer Crossbreed,10463
ARCHER,2013,M,Beagle Crossbreed,10028
JENNY,2019,F,Jack Russell Terrier Crossbreed,11105
GIA,2020,F,Jack Russell Terrier,10306
MYLA,2020,F,Miniature Australian Shepherd,11213
MACK,2017,M,Bichon Frise,11432
SIR,2020,M,Boston Terrier,10304
DUCK,2020,M,Boxer,10465
BERNIE,2019,M,Labrador Retriever Crossbreed,11205
COMET,2020,M,"Poodle, Miniature",11364
SHAGGY,2008,M,Wheaton Terrier,11105
MILO,2008,M,Lhasa Apso,11105
ZEUS,2019,M,American Pit Bull Mix / Pit Bull Mix,10009
MILLY,2013,F,Goldendoodle,10014
LOLA,2012,F,Maltese,10465
KOJI,2020,F,Labrador Retriever Crossbreed,10016
GARLIC,2020,M,Poodle Crossbreed,11103
MAX,2010,M,Yorkshire Terrier,10019
JOEY,2020,M,Chihuahua,10022
ZUKI,2020,F,Unknown,11414
CHUCKY,2018,M,Terrier mix,10472
PEPPER,2020,M,American Staffordshire Terrier,11215
OLIVER,2019,M,Soft Coated Wheaten Terrier,10019
GASHI,2020,M,Havanese,11230
MAX,2020,M,Maltese Crossbreed,10036
RUSTY,2020,M,Goldendoodle,10024
ZEUS,2020,M,Chihuahua,10026
DIABY,2020,M,Poodle Crossbreed,10027
FRANEK,2020,M,Boston Terrier,11222
BIGGIE,2020,M,Havanese,10039
BALENCI,2019,M,Yorkshire Terrier,11216
REESES,2020,F,"Dachshund, Long Haired Miniature",10028
TEDDIE,2019,F,Labradoodle,10065
TOFU,2020,M,Poodle Crossbreed,11214
ZADIE,2020,F,Labrador Retriever,10024
HAPPY,2018,M,Jack Russell Terrier Crossbreed,11226
PUGGLE,2020,M,Puggle,10463
LOUIE,2019,M,Yorkshire Terrier,11224
BENTLEY,2015,M,Pointer,11375
KACE,2020,F,German Shepherd Dog,10016
GEORGIE,2018,M,Boston Terrier,11434
RICO-ONXY,2020,M,Chihuahua Crossbreed,10025
CLIFFORD,2018,M,Dachshund Smooth Coat Miniature,10016
SEVEN,2020,F,Yorkshire Terrier,11378
BROWNIE,2014,M,Havanese,10009
VASQUEZ,2020,F,Yorkshire Terrier,10456
CHEX,2019,M,Border Collie,10128
NALEY,2014,M,Havanese,10009
COOK,2020,F,Yorkshire Terrier,10038
PAPI,2020,M,Shih Tzu Crossbreed,10032
TBD,2020,F,Cavalier King Charles Spaniel,10069
LACROSSE,2020,M,"Schnauzer, Miniature Crossbreed",10463
BELLA,2020,F,Siberian Husky,11224
CHICHI,2020,M,Chihuahua,11412
BAOYU,2020,M,Shih Tzu,11215
ZEMA,2020,F,Golden Retriever,11102
BANDIT,2020,M,Yorkshire Terrier,11223
TRIXIE,2020,F,Shetland Sheepdog,11357
MUFFIN,2020,F,Maltese Crossbreed,10027
BRUNO,2019,M,Unknown,11235
ROMAN,2020,M,Poodle,11239
DIEGO,2010,M,Siberian Husky Crossbreed,11233
SHIBA,2020,M,Shiba Inu,11366
SEXTON,2020,M,Poodle,11236
UNKNOWED,2020,F,Bichon Frise Crossbreed,11214
KOBE,2020,M,Shih Tzu,11209
CHENG,2020,F,Shih Tzu,10303
BUZE,2020,M,Bernese Mountain Dog,10011
OLLIE,2020,M,Goldendoodle,10021
SOBRADO,2020,F,Yorkshire Terrier,10459
CRUZ,2020,F,Yorkshire Terrier,10453
BEBA,2012,F,Unknown,10033
HUDSON,2020,M,"Dachshund, Long Haired",11375
GUY,2020,F,Maltese,10026
OREO,2019,M,Chihuahua,11238
GIA,2020,F,Maltese,11228
UNKNOWED,2020,M,Shih Tzu,11230
HULK,2018,M,Unknown,10472
RORY,2019,M,Labrador Retriever,11217
PENNY,2017,F,Chihuahua,11249
BELLA,2020,F,Chihuahua,11210
BUTTERCUP,2020,F,Pug,10304
JACE,2020,M,"Poodle, Miniature",11109
MABEL,2020,F,Poodle Crossbreed,11249
SERGEANT,2020,F,Chihuahua,11354
MAYFIELD,2020,M,Shih Tzu,10037
LUNA,2020,F,Bichon Frise Crossbreed,11207
OREO,2018,F,Unknown,11221
CHARLIE,2020,F,Bichon Frise Crossbreed,11234
PONCHO,2015,M,Unknown,11367
GAMBLE,2020,F,Bichon Frise Crossbreed,11432
LILY,2019,F,Chihuahua,11385
FERRARI,2020,M,Yorkshire Terrier,10457
NOVA,2020,F,Bichon Frise Crossbreed,11214
KAWWA,2020,M,Maltese,10463
ROBBINS,2020,M,Shih Tzu Crossbreed,10458
KEEPER,2020,M,Maltese,10901
SCOTT,2020,M,Morkie,11238
TAYLOR,2020,F,Morkie,10469
AREFIN,2020,M,Morkie,11229
TWYLA,2019,F,Basenji,10019
PORTER,2020,F,Morkie,11212
YUMMY,2020,F,Miniature Schnauzer,11366
CHARLOTTE,2020,F,Lagotto Romagnolo,11101
WAFFLES,2020,M,Siberian Husky,11366
HONEY,2020,M,Labrador Retriever,10023
SHAKA,2020,F,Boxer,11233
SONNY,2020,M,Labrador Retriever Crossbreed,11231
GOUDA,2020,M,Chihuahua Crossbreed,11206
KOBE,2020,M,"Coonhound, Black and Tan",11372
KOBE,2020,M,Morkie,11229
CARL,2016,M,Maltese,11217
OPAL,2018,F,Australian Cattle Dog,11375
MAXIMO,2017,M,Chihuahua Crossbreed,11375
LUCY,2020,F,Cavalier King Charles Spaniel,10128
MALI,2020,F,Poodle Crossbreed,10065
MORGAN,2020,M,Cockapoo,10069
TOBY,2019,M,Terrier mix,10021
EDDIE,2020,M,Jack Russell Terrier,10451
SUSHI,2020,F,Labrador Retriever Crossbreed,10019
TOKI,2020,M,Australian Shepherd,11213
BAGEL,2020,F,Beagle Crossbreed,11225
HERSHEY,2020,M,Unknown,10001
REESE,2020,M,Miniature Pinscher,10009
SAMSON,2011,M,"Poodle, Toy",11237
MOCHI,2020,M,Shih Tzu Crossbreed,11375
SCHMUTZIE,2020,F,Samoyed,10014
ZOEY,2020,F,"Coonhound, Blue Tick",11414
RILEY,2008,M,"Bull Dog, English",10019
KLOE,2020,F,Jack Russell Terrier Crossbreed,10038
BRODY,2020,M,Poodle Crossbreed,10039
MOLLY,2010,F,"Bull Dog, English",10019
DUSTY,2011,F,Pomeranian,10019
CHEWIE,2019,M,Chihuahua Crossbreed,11105
STELLA,2019,F,Labrador Retriever Crossbreed,11215
HOPE,2019,F,Terrier mix,11217
FRANKIE,2020,M,Poodle Crossbreed,11214
MACY,2020,F,Miniature Australian Shepherd,11217
BUTCHIE,2020,M,Boston Terrier,11411
SADIE,2011,F,Siberian Husky,10023
OOLONG,2019,M,Cockapoo,11233
TILA,2009,F,Shih Tzu,11370
EVE,2020,F,Golden Retriever,11423
BODIE,2020,M,Labrador Retriever,11216
SQUID,2020,M,Japanese Spitz,11222
COOPER,2020,M,Shih Tzu,10456
CICI,2015,F,Shih Tzu,10003
AKI,2020,F,Pembroke Welsh Corgi,11201
BONILLA,2020,M,Shih Tzu,10031
SCOTT,2020,M,Pomeranian,10456
AMUN,2020,M,Pomeranian,10456
EDDIE,2016,M,Papillon,11412
RIVERA,2020,F,Pomeranian,10029
JAX,2020,M,Pomeranian,10468
SHILOH,2020,M,Maltipoo,11368
JAX,2020,M,Maltipoo,10465
TRIVINO,2020,F,Maltipoo,11235
KING,2020,F,Maltipoo,11209
GARCIA,2020,F,Chihuahua,11415
VAUGHN,2020,M,Poodle Crossbreed,10453
SALLY,2018,F,German Shepherd Dog,11205
JOSEPH,2020,M,Morkie,11207
PORTER,2020,M,Morkie,11212
GUTIERREZ,2020,M,Shih Tzu,11102
MUNCHKIN,2020,M,Shiba Inu,10304
FENDI,2020,M,Maltipoo,10453
HARLEY,2020,M,Labrador Retriever Crossbreed,11238
LUNA,2019,F,German Shepherd Dog,10457
ROXY,2020,F,Shih Tzu,11206
NIKO,2020,M,Jack Russell Terrier,11368
PENNY,2020,F,Goldendoodle,10011
MINNIE,2010,F,Lhasa Apso,10467
BERNIE,2020,M,Bernese Mountain Dog,10007
MATTEO,2016,M,Jack Russell Terrier,10001
HENRY,2018,M,Jack Russell Terrier Crossbreed,11215
OLLIE,2019,M,"Jindo Dog, Korea",11215
JOSIE,2020,F,Miniature Schnauzer,11233
NOVA,2017,F,Boxer Crossbreed,11103
UNKNOWED,2020,M,Bichon Frise Crossbreed,11234
ROCCO,2016,M,American Pit Bull Terrier/Pit Bull,11432
NANO,2018,F,Unknown,10024
UNKNOWED,2020,F,Shih Tzu Crossbreed,11221
LOUISE,2020,F,Shih Tzu Crossbreed,10128
KOBI,2018,M,Unknown,11216
HUMPHREY,2020,M,Goldendoodle,10019
L.E.D.,2020,F,Goldendoodle,11215
GERALDINE,2017,F,Terrier mix,10031
UNKNOWED,2020,M,Boston Terrier,11224
PELUDO,2015,M,Shetland Sheepdog,11211
LUNA,2020,F,American Pit Bull Mix / Pit Bull Mix,11213
.,2020,F,Yorkshire Terrier Crossbreed,11234
WILHELMINA,2020,F,"Dachshund, Long Haired Miniature",10028
JOJO,2012,M,Shih Tzu,10027
.,2020,M,Shih Tzu,11205
GIGI,2020,F,Terrier mix,11101
MELANIE,2019,F,Chihuahua,11213
.,2020,M,Maltipoo,10035
SAMMY,2016,M,Doberman Pinscher,11201
.,2020,M,Shih Tzu Crossbreed,11369
.,2020,F,Maltipoo,11221
.,2020,F,Poodle,11368
ZUKO,2020,M,Poodle Crossbreed,10306
HARPER,2018,F,Jack Russell Terrier Crossbreed,10019
HUDSON,2020,M,Cavalier King Charles Spaniel,10017
MONROE,2020,M,Chihuahua Crossbreed,11215
.,2020,F,Shih Tzu Crossbreed,11208
KRYSTAL,2020,F,Cavalier King Charles Spaniel,11357
LOGAN,2020,M,Golden Retriever,11106
SIR,2020,M,Bernese Mountain Dog,10018
KOBE,2015,M,Pomeranian,11557
JACKSON,2020,M,Havanese,11101
BELLA,2012,F,Havanese,10016
CORA,2020,F,Australian Cattle Dog,10306
DAISY,2017,F,Beagle Crossbreed,11230
OSHI,2019,M,Australian Shepherd,11211
ROSIE,2020,F,American Staffordshire Terrier,11104
.,2020,F,Shih Tzu Crossbreed,11206
PRINCE,2020,M,Shih Tzu Crossbreed,11205
PHANTOM,2020,F,Poodle Crossbreed,10009
LILA,2020,F,Dachshund,10011
MAX,2020,M,Poodle Crossbreed,10455
OZZY,2020,M,Dachshund,11249
GOLDIE,2020,F,Golden Retriever,10305
GOLDEN,2020,M,Golden Retriever,10306
JUNO,2017,F,German Shepherd Crossbreed,10463
DOXIE,2020,F,Dachshund,10306
DARBIE,2020,F,"Poodle, Miniature",10031
CHARLIE,2020,M,Old English Sheepdog,11220
NYMERIA,2012,F,Pug,11218
ALLEY,2020,F,American Pit Bull Terrier/Pit Bull,10462
XANA,2020,F,Spanish Water Dog,11355
GINGER,2010,F,Shih Tzu,10019
JASPER,2020,M,Unknown,10034
BASQUIAT,2019,M,Labrador Retriever Crossbreed,10034
CAPRI,2020,F,Cavalier King Charles Spaniel,10019
MAGGIE,2020,F,Bernese Mountain Dog,11372
TITO,2015,M,Shih Tzu Crossbreed,10458
BELLA,2020,F,American Pit Bull Terrier/Pit Bull,11691
AMY,2020,F,Yorkshire Terrier Crossbreed,10456
LUNA,2020,F,Golden Retriever,10314
LENOX,2020,M,Maltipoo,10011
GIORGIO,2011,M,Coton de Tulear,10025
JASMINE,2009,F,Coton de Tulear,10025
HARMONIE,2008,F,Yorkshire Terrier,10029
FRANKIE,2015,M,Dachshund Smooth Coat,10463
FREYA,2019,F,Chihuahua,10312
HAVAPOO,2020,F,Poodle Crossbreed,10303
OREO,2019,M,Unknown,10455
DOXIE,2020,M,Dachshund,10314
CALLIE,2020,F,Poodle Crossbreed,10455
WEDGE,2020,M,Border Collie Crossbreed,10033
FRENCHIE,2020,F,French Bulldog,10305
LOLI,2016,F,Pomeranian Crossbreed,10455
SKYLA,2019,F,Pomsky,11236
SPARKY,2018,M,Terrier Crossbreed,10461
TROSKY,2008,M,Miniature Schnauzer,11372
MUNECA,2003,F,Lhasa Apso,11377
ENZO,2020,M,Golden Retriever,10031
LEMON,2020,M,Beagle Crossbreed,11222
RUSTY,2012,M,Jack Russell Terrier Crossbreed,10009
LUCIAN,2020,M,Chihuahua,11233
ROBERTA,2014,F,American Pit Bull Terrier/Pit Bull,10003
SHADOW,2020,M,Unknown,10467
CONGEE,2015,F,"Welsh Corgi, Pembroke",10017
CHARLIE,2020,M,Cavalier King Charles Spaniel,10128
GIZMO,2020,M,Chihuahua,11211
DEACON,2014,M,Unknown,11208
BISCUIT,2017,M,Unknown,11419
BLOODBATH,2016,M,Maltipoo,10009
BELLA,2019,F,Unknown,10301
ZO,2019,M,American Pit Bull Mix / Pit Bull Mix,10457
SHADE,2015,M,Siberian Husky,11106
BUN,2012,F,"Poodle, Miniature",10025
TAFFY,2013,F,"Poodle, Miniature",10025
VAINAMOINEN,2020,M,Parson Russell Terrier,10027
RICO,2016,M,Chihuahua Crossbreed,11216
COSMO,2020,M,Great Pyrenees,10128
ASH,2020,M,Chinese Shar-Pei,10003
PIERRE,2019,M,Goldendoodle,11211
MR.,2010,M,Havanese,10029
ARCHIE,2020,M,Goldendoodle,11102
DUSTY,2020,M,Cavalier King Charles Spaniel,11222
ALFREDO,2019,M,Chihuahua,10065
REY,2020,F,Unknown,10021
RAVIOLI,2020,F,Terrier mix,11201
ESTRELLA,2018,F,Golden Retriever,10002
ROCCO,2020,M,French Bulldog,10307
MIKEY,2020,M,Maltese,10016
MORRIS,2020,M,"Poodle, Miniature",10011
ODIE,2015,M,Staffordshire Bull Terrier,10065
GOLDIE,2014,F,Golden Retriever,10017
COCO,2020,F,Bichon Frise Crossbreed,11210
CHASE,2020,M,Poodle Crossbreed,11377
DAISY,2020,F,Toy Fox Terrier,10456
JULIA,2020,F,Australian Shepherd,10010
MIRHA,2020,F,Miniature Pinscher,10019
COCO,2020,M,Collie,11201
HATTIE,2020,F,Labradoodle,11238
GASPER,2020,M,Miniature Australian Shepherd,10458
KIBO,2020,F,Poodle,10024
DEXTER,2019,M,Labrador Retriever Crossbreed,10016
IVY,2020,F,German Shepherd Crossbreed,11373
PONGPONG,2020,M,Poodle Crossbreed,10010
AMY,2020,F,Poodle Crossbreed,10075
LEO,2020,M,German Shepherd Crossbreed,11373
LUCKY,2020,M,Maltese,11218
WEBSTER,2010,M,Unknown,11226
RUFFY,2020,M,Bichon Frise Crossbreed,10013
FRANKIE,2020,M,Soft Coated Wheaten Terrier,11101
LOKI,2020,M,Eurasier,11211
NOT,2020,M,Beagle,11418
OLIVER,2020,M,Havanese,10014
CIRILLA,2019,F,Labrador Retriever Crossbreed,10463
LUCAS,2019,M,"Welsh Corgi, Pembroke",10308
LUKE,2013,M,German Shorthaired Pointer,10011
HENNESSEY,2020,F,American Pit Bull Mix / Pit Bull Mix,10461
BLUE,2020,M,Maltese Crossbreed,10455
MOSCHINO,2012,M,Chihuahua Crossbreed,10039
SINEAD,2020,F,Boston Terrier,10465
PSYCHA,2013,F,Australian Cattledog,10036
FINLEY,2019,F,Canaan Dog,10308
PARIS,2014,F,Yorkshire Terrier,10018
NALA,2020,F,Shiba Inu,10459
NALAH,2020,F,Unknown,11237
NIKLAUS,2020,M,Miniature Australian Shepherd,10018
SOY,2020,M,Cocker Spaniel Crossbreed,11214
THEO,2020,M,Chihuahua,10468
MARGOT,2020,F,Labrador Retriever,11375
BLUE,2020,M,Pomsky,11429
TUX,2020,M,Poodle Crossbreed,11249
GHOST,2020,M,Siberian Husky,10458
PANDA,2020,M,Goldendoodle,10038
REWA,2020,M,Cockapoo,11374
ZARA,2019,F,Treeing Walker Coonhound,11004
TULIP,2013,F,Australian Cattle Dog,10011
LUCI,2019,F,Australian Cattledog,10011
GIA,2020,F,Yorkshire Terrier,10467
FINN,2015,M,Labrador Retriever,11375
BUDDY,2020,M,Australian Shepherd,10466
MCKINLEY,2020,F,Old English Sheepdog,10013
MUJI,2020,F,Unknown,11105
MAYA,2020,F,"Poodle, Standard",10025
ARCHIE,2020,M,Boxer,11101
ROJO,2020,F,Pomeranian,11216
CHASE,2015,M,Cocker Spaniel,11205
MILO,2019,M,Dachshund Crossbreed,11203
MILO,2020,M,Goldendoodle,10019
BENNY,2020,F,Labrador Retriever,11238
BREEZY,2020,F,Shepard Crossbreed,11101
THOR,2020,M,Havanese,11215
BLAKE,2014,M,Siberian Husky,10455
PERHAPS,2020,M,Treeing Walker Coonhound,10001
MOSLEY,2020,M,Beagle,10010
MOLLY,2020,F,Redbone Coonhound,10003
ATHENA,2020,F,Cockapoo,10018
BISCUIT,2018,F,Beagle Crossbreed,10009
PAPI,2015,M,American Pit Bull Mix / Pit Bull Mix,11236
LUNA,2020,F,Poodle,10462
SIMONE,2016,F,Unknown,11212
DUEY,2013,M,German Shepherd Crossbreed,10011
LEVON,2020,M,Labrador Retriever Crossbreed,10032
RUFFLES,2007,M,Shih Tzu,10029
JAX,2020,M,Poodle Crossbreed,10465
PEANUT,2018,M,Unknown,11375
HANK,2019,M,Labrador Retriever Crossbreed,11226
IVY,2019,F,Pembroke Welsh Corgi,10003
SCARLETT,2018,F,Whippet,11231
DUBBA,2016,M,American Pit Bull Mix / Pit Bull Mix,11226
BINGO,2019,F,Jack Russell Terrier,10128
BESSIE,2020,F,Bulldog,10075
PAPI,2020,M,Border Collie Crossbreed,10034
BALU,2020,M,American Pit Bull Terrier/Pit Bull,11221
TEIGAN,2019,F,Unknown,11432
NUGGET,2020,M,"Poodle, Toy",11365
PEBBLES,2020,F,Miniature Pinscher,10019
CHARLIE,2020,F,Bernese Mountain Dog,10011
TOY,2020,M,"Poodle, Toy",11221
UNKNOWED,2020,M,German Shepherd Dog,11214
SOFIA,2020,F,Pug,11102
NIKKO,2020,M,Shiba Inu,10033
BISHOP,2020,M,Boston Terrier,10458
LEO,2018,M,Cocker Spaniel,11208
SNOOPY,2020,M,Pomeranian,11415
HONEY,2019,F,American Pit Bull Mix / Pit Bull Mix,10314
BAXTER,2020,M,Pug Crossbreed,11213
TSI-LOU,2020,F,Shih Tzu Crossbreed,11373
BENJI,2020,M,Shih Tzu Crossbreed,11372
EMI,2020,F,Maltese,10002
MELTON,2020,M,Maltese,10002
BAILEY,2020,M,Shih Tzu,11419
CIRONE,2020,M,Shih Tzu,11414
CABRERA,2020,M,Shih Tzu,11220
BURKE,2020,F,Maltese,11385
COLE,2020,F,Yorkshire Terrier,11210
OUMMOU,2020,M,Pomeranian,11228
LUCKY,2020,M,Shih Tzu Crossbreed,11222
GOMEZ,2020,F,Shih Tzu Crossbreed,11233
OLIVER,2020,M,Shih Tzu Crossbreed,11372
POHWA,2020,F,Shih Tzu Crossbreed,11432
LYCHEE,2020,F,Cockapoo,11234
GINGER,2020,F,Shih Tzu Crossbreed,11360
LOLA,2020,F,Siberian Husky,10467
MOLLY,2016,F,American Staffordshire Terrier,11377
CINNAMON,2020,M,Morkie,11234
DEXTER,2019,M,American Pit Bull Mix / Pit Bull Mix,11215
SPARKY,2020,M,Shiba Inu,10017
RAZWELL,2006,F,Staffordshire Bull Terrier,10025
MONTANA,2019,M,American Pit Bull Terrier/Pit Bull,10461
RUFUS,2020,M,Goldendoodle,11101
SPENCER,2011,M,"Poodle, Miniature",11423
GOLDIE,2020,F,Icelandic Sheepdog,10014
HARPER,2020,M,Maltese,10010
HIGGINS,2020,M,Siberian Husky,11221
LILY,2020,F,Yorkshire Terrier,11215
STERLING,2020,M,Boston Terrier,10029
LUCY,2018,F,Chihuahua Crossbreed,11218
BONNIE,2020,F,Shih Tzu Crossbreed,10453
DIOR,2020,M,Shih Tzu Crossbreed,11435
IKONIK,2020,M,Siberian Husky,11213
KOOKIE,2020,F,Yorkshire Terrier Crossbreed,11212
CHIMMY,2020,F,Bichon Frise Crossbreed,11207
PHANTOM,2020,M,Bichon Frise Crossbreed,11418
ARCHIE,2020,M,Pomeranian Crossbreed,11222
KEILA,2019,F,Australian Shepherd,10031
WILBY,2019,M,Labrador Retriever Crossbreed,11201
SWIPER,2008,M,Pekingese,10472
KODA,2020,M,Schnauzer Crossbreed,11368
PAISLEY,2010,F,Shih Tzu,11218
SAMMY,2018,M,Pug Crossbreed,10454
QUINN,2020,F,Australian Shepherd,10309
GOLDEN,2020,F,Goldendoodle,10456
POM,2020,F,Pomeranian,10452
MURPHY,2017,M,Labrador Retriever,11103
OSSO,2013,M,Pekingese,10474
MARCO,2019,M,American Pit Bull Mix / Pit Bull Mix,11234
PRINCESS,2020,M,Schnauzer Crossbreed,11368
SKYE,2020,F,Australian Shepherd,11103
MOCHI,2020,M,Bernese Mountain Dog,11372
KAIJU,2020,M,Labrador Retriever,10128
GIDEON,2009,M,Poodle,10463
ROCKY,2020,M,Shih Tzu,10162
KALI,2018,F,Collie,10309
SHNAUZER,2020,M,"Schnauzer, Miniature",10460
COPPER,2020,M,Boston Terrier,10031
COOKIE,2020,F,German Shepherd Dog,10451
PENNY,2018,F,Chihuahua,10021
LUNA,2020,F,American Staffordshire Terrier,11427
SAVANNAH,2019,F,German Shorthaired Pointer,10314
OMEGA,2020,M,Samoyed,10065
PEPPER,2008,F,Dachshund Smooth Coat Miniature,10031
WALLY,2020,M,Cavalier King Charles Spaniel,10014
MANGO,2020,M,"Poodle, Miniature",10003
LOUIE,2020,M,Miniature Australian Shepherd,11201
HUDSON,2020,M,Alaskan Klee kai,10033
HARRY,2009,M,Papillon,10010
BLU,2019,M,American Pit Bull Mix / Pit Bull Mix,11203
OLIVE,2020,F,Labrador Retriever,11201
NOOMA,2020,F,Alaskan Klee kai,10033
TOKKI,2020,F,French Bulldog,10005
COCO,2017,F,Labrador Retriever Crossbreed,11427
ZEN,2020,M,Miniature Australian Shepherd,11104
PAYTON,2020,M,Cavalier King Charles Spaniel,10075
DIOR,2020,M,American Pit Bull Mix / Pit Bull Mix,10306
NELLIE,2016,F,German Shepherd Dog,11201
PIZZA,2020,M,Goldendoodle,11102
CHUBBS,2017,M,Dachshund Crossbreed,11104
WINSTON,2015,M,Schnauzer Crossbreed,11104
MURPHY,2020,M,Boxer,10306
HONEY,2020,F,"Poodle, Miniature",11217
KIRBY,2020,F,"Bull Dog, English",10128
BIJAN,2020,M,Shih Tzu,11106
RILEY,2019,M,Golden Retriever,11101
OSCAR,2018,M,Coton de Tulear,10022
TRILLI,2020,F,Australian Shepherd,11101
MADELINE,2017,F,Coton de Tulear,10022
MARGARITA,2014,F,Chihuahua,10023
BULLEIT,2019,M,French Bulldog,10128
HADES,2020,M,Siberian Husky,11102
STOUT,2020,M,Goldendoodle,10024
PRINCE,2012,M,Yorkshire Terrier,11360
LUCY,2018,F,Cocker Spaniel Crossbreed,10463
KOBE,2020,M,Pembroke Welsh Corgi,10019
HOPE,2020,F,Labrador Retriever Crossbreed,10014
PHILLY,2019,M,Staffordshire Bull Terrier,10034
PAMIERI,2020,F,Morkie,10309
GUINNESS,2020,M,Wirehaired Pointing Griffon,11231
FENDII,2020,F,Morkie,11221
KENOBI,2018,M,Beagle Crossbreed,10002
COLE,2020,M,Poodle,11210
MARGOT,2020,F,Irish Setter,11249
CHANEL,2020,F,Pomeranian,11415
TRIXIE,2014,F,West Highland White Terrier,10037
ROADIE,2020,F,Shiba Inu,11206
CHEIF,2020,M,Jack Russell Terrier,11361
DUCKY,2019,M,German Shepherd Crossbreed,11221
MIA,2020,F,Yorkshire Terrier,11374
BRUNO,2020,M,Yorkshire Terrier,11417
IERVASI,2020,M,Pomeranian,10307
OLIVER,2020,M,Vizsla,10013
VIC,2020,M,Morkie,11206
VALENTINA,2020,F,"Poodle, Standard",10044
MIA,2020,F,Bichon Frise Crossbreed,11235
SNOWMAN,2015,M,American Eskimo dog,10451
SNOW,2020,M,Maltese,11226
KOLKER,2020,M,Bichon Frise Crossbreed,11234
DAISY,2019,F,Golden Retriever,10016
PESCE,2020,M,Poodle,11228
CHARLIE,2019,M,Cavalier King Charles Spaniel,10028
PEANUT,2016,F,Golden Retriever,10128
BENJI,2020,M,Miniature Australian Shepherd,11210
JACK,2020,M,German Shepherd Crossbreed,11236
BRISKET,2020,F,Poodle Crossbreed,10128
RIGBY,2019,M,Chihuahua Crossbreed,11372
FINDLEY,2009,M,Shepard Crossbreed,10069
AEMON,2020,M,Labrador Retriever,11223
SPUMONI,2020,M,Australian Cattle Dog,11216
VASANI,2020,F,Bichon Frise Crossbreed,10461
FINN,2020,M,Boykin Spaniel,11102
LOLA,2019,F,Basenji,11217
TOAST,2020,M,Poodle,11358
GHOST,2020,M,American Foxhound,11216
CINNAMON,2019,F,Yorkshire Terrier Crossbreed,10457
JACOB,2018,M,Yorkshire Terrier Crossbreed,10457
ATHENA,2016,F,Plott,11215
MOCHI,2020,M,Shih Tzu,10036
DIOR,2020,F,Havanese,11226
BEAU,2017,M,Greyhound,10009
HARLEY,2014,F,Boxer,10301
JOJO,2020,F,Poodle Crossbreed,10475
TWYLA,2020,F,Miniature Schnauzer,10023
STAR,2019,F,Shih Tzu Crossbreed,11206
CHLOE,2020,F,Shih Tzu,10455
DENNIS,2020,M,Labradoodle,11216
WOMACK,2020,F,Shih Tzu,11413
BRINKLEY,2017,M,Goldendoodle,11201
CHEVALIER,2020,F,Bichon Frise Crossbreed,11210
MOMO,2018,F,Chihuahua Crossbreed,11221
PEREZ,2020,F,Bichon Frise Crossbreed,11102
GREYSON,2015,M,American Pit Bull Terrier/Pit Bull,10010
NATHEN,2020,M,Alaskan Klee kai,10312
BUBU,2020,M,Bichon Frise Crossbreed,11235
BUDDY,2018,M,Unknown,11413
FERNANDEZ,2020,M,Bichon Frise Crossbreed,11223
CAULI,2019,M,Maltese Crossbreed,11365
SIENA,2019,F,"Poodle, Toy",11372
REMI,2020,F,Golden Retriever,11385
LUCA,2020,M,Newfoundland,11226
CONRAD,2020,M,West Highland White Terrier,10036
LEO,2020,M,Boston Terrier,10023
JULIE,2017,F,Greyhound,11435
